date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,6340000.0,5330000.0,-8607000.0,-240000.0,-7578538.415165,33960076.095171,9431875.009471,3046740.507357,40415.144363,326027.308822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-50181000.0,-54564000.0,269343000.0,32759000.0,-178467412.418782,181794490.918094,106655654.730334,205317179.328938,14119434.834621,1639820.52358,4834458.77454299,7294496.746066,10477211.624632,-12339331.619537,2231951.064831,-27748142.325042,-29149018.777354,-26251041.779903,-49591185.561871
,cashAtEndOfPeriod,486752000.0,536933000.0,624256000.0,354913000.0,323095987.674995,487832590.623616,355925987.664611,267143599.571248,61542565.230043,47346589.62523,44163560.656863,39835407.847349,32967929.84253,25089260.211368,42891921.196375,4726074.831078,-3074262.318227,3000326.122405,1778176.621132
,cashAtBeginningOfPeriod,536933000.0,591497000.0,354913000.0,322154000.0,501563400.093777,306038099.705522,249270332.934277,61826420.24231,47423130.395422,45706769.10165,39329101.88232,32540911.101283,22490718.217898,37428591.830905,40659970.131544,32474217.15612,26074756.459127,29251367.902308,51369362.183003
,operatingCashFlow,-27385000.0,-123469000.0,-301419000.0,-231868000.0,-147692410.744189,-110225940.114143,-70422343.117792,-20505408.126807,-12072811.924084,2906807.837567,3666391.1545,6830100.461237,1939572.3979,-13205155.669809,1164051.471942,-1269021.281375,-13105322.603417,-24605935.427764,-11885531.957324
,capitalExpenditure,-28007000.0,-40386000.0,-18687000.0,-33404000.0,-22365865.094782,-11974565.449665,-27321220.203367,-11780946.503394,-3626046.752239,-2127247.490235,-1389517.021973,-685537.372844,-1697926.001792,-785489.86004,-1022892.330353,-1109925.693002,-206480.304956,-1425879.624597,-475288.330508
,freeCashFlow,-55392000.0,-165957000.0,-348547000.0,-265272000.0,-170058275.838971,-122200505.563808,-97743563.32116,-32286354.630201,-15698858.676323,779560.347332,2276874.132527,6144563.088393,241646.396108,-13990645.529849,141159.141589,-2378946.974376,-13311802.908372,-26031815.052361,-12360820.287832
