date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2004-03-15_FY,2003-12-31_FY,2003-03-10_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY,1988-03-31_FY,1987-03-31_FY,1986-03-31_FY
,operatingExpenses,3113000000.0,3059000000.0,2916000000.0,2856000000.0,2736000000.0,2409000000.0,2401000000.0,2570000000.0,2643000000.0,2701000000.0,2778000000.0,3047000000.0,2535000000.0,2088000000.0,2553000000.0,2453000000.0,2404000000.0,0.0,2444000000.0,0.0,2637000000.0,2472000000.0,2124000000.0,369000000.0,1627000000.0,1277000000.0,1360215000.0,1521117000.0,1318912000.0,1228428000.0,1035700000.0,1630500000.0,1580400000.0,1552100000.0,1534500000.0,1998800000.0,1950400000.0,1918400000.0
,costAndExpenses,5600000000.0,1463000000.0,1453000000.0,1468000000.0,1379000000.0,1164000000.0,0.0,0.0,0.0,0.0,1118000000.0,1140000000.0,863000000.0,686000000.0,835000000.0,0.0,0.0,0.0,4208000000.0,0.0,4431000000.0,4083000000.0,3456000000.0,1554000000.0,2719000000.0,2559000000.0,1360215000.0,1521117000.0,1318912000.0,1228428000.0,1035700000.0,1630500000.0,1580400000.0,1552100000.0,1534500000.0,1998800000.0,1950400000.0,1918400000.0
,interestExpense,151000000.0,301000000.0,197000000.0,162000000.0,175000000.0,152000000.0,147000000.0,180000000.0,224000000.0,241000000.0,270000000.0,290000000.0,199000000.0,176000000.0,173000000.0,158000000.0,148000000.0,299000000.0,186000000.0,332000000.0,230000000.0,249000000.0,129000000.0,114000000.0,104000000.0,100000000.0,57958000.0,66951000.0,45262000.0,39390000.0,57400000.0,75800000.0,65300000.0,50900000.0,27500000.0,24900000.0,23700000.0,26800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,843000000.0,683000000.0,651000000.0,585000000.0,599000000.0,520000000.0,519000000.0,566000000.0,555000000.0,562000000.0,582000000.0,756000000.0,454000000.0,367000000.0,459000000.0,420000000.0,530000000.0,0.0,442000000.0,0.0,524000000.0,630000000.0,583000000.0,486000000.0,420000000.0,96000000.0,47081000.0,57132000.0,37559000.0,31211000.0,26400000.0,33900000.0,30200000.0,27000000.0,33900000.0,52400000.0,52000000.0,46600000.0
,EBITDA,2493000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672000000.0,1543000000.0,1355000000.0,1255000000.0,0.0,1714000000.0,1627000000.0,1657000000.0,1145000000.0,-160000000.0,1042000000.0,1153000000.0,904000000.0,704000000.0,1567000000.0,542000000.0,513039000.0,497083000.0,396821000.0,340401000.0,195600000.0,341300000.0,317300000.0,379600000.0,640500000.0,437000000.0,263900000.0,195100000.0
,EBITDARatio,0.350632911392405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276135425268373,0.254159117114149,0.25403074615673,0.273778359511344,0.0,0.191786953116258,0.0,0.0,0.23248730964467,0.0,0.207569721115538,0.252850877192982,0.239915074309979,0.207669616519174,0.491068630523347,0.158618671349137,0.286846488410438,0.257513128645443,0.247161191268845,0.230143115603982,0.163463145579141,0.209322293774916,0.200771956466717,0.240588160730131,0.412029591508524,0.217358865953743,0.135305578342904,0.101030500750867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1510000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090000000.0,787000000.0,901000000.0,888000000.0,0.0,1294000000.0,1627000000.0,1657000000.0,717000000.0,-160000000.0,589000000.0,477000000.0,312000000.0,177000000.0,472000000.0,858000000.0,428334000.0,409204000.0,286603000.0,250656000.0,160900000.0,0.0,0.0,25700000.0,20000000.0,11700000.0,0.0,12700000.0
,operatingIncomeRatio,0.212376933895921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180016515276631,0.129632679953879,0.168916385451819,0.193717277486911,0.0,0.144791316996755,0.0,0.0,0.145583756345178,0.0,0.117330677290837,0.0603070175438596,0.0509554140127389,0.0309734513274336,0.327170166092134,0.101258413813287,0.228117876558037,0.193232110099823,0.1955758744079,0.182410194417626,0.093682099281297,0.0,0.0,0.191405754848523,0.174461241556771,0.120765978612285,0.0,0.0711511573714463
,totalOtherIncomeExpensesNet,27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198000000.0,0.0,300000000.0,202000000.0,120000000.0,72000000.0,-572000000.0,512000000.0,20334000.0,36204000.0,-27397000.0,-19144000.0,48800000.0,0.0,0.0,-276300000.0,-251200000.0,-231100000.0,0.0,-124700000.0
,incomeBeforeTax,1483000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519000000.0,0.0,289000000.0,275000000.0,192000000.0,105000000.0,1044000000.0,346000000.0,408000000.0,373000000.0,314000000.0,269800000.0,112100000.0,231600000.0,221800000.0,302000000.0,271200000.0,242800000.0,188200000.0,137400000.0
,incomeBeforeTaxRatio,0.208579465541491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105380710659898,0.0,0.0575697211155378,0.0603070175438596,0.0509554140127389,0.0309734513274336,0.327170166092134,0.101258413813287,0.228117876558037,0.193232110099823,0.1955758744079,0.182410194417626,0.093682099281297,0.142042318307268,0.140344216654012,0.191405754848523,0.174461241556771,0.120765978612285,0.09649302707137,0.0711511573714463
,incomeTaxExpense,275000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183000000.0,0.0,107000000.0,148000000.0,159000000.0,167000000.0,271000000.0,138000000.0,106000000.0,96000000.0,81000000.0,72500000.0,38000000.0,67800000.0,64900000.0,90400000.0,81000000.0,70600000.0,60400000.0,42100000.0
,netIncome,1224000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334000000.0,0.0,181000000.0,126000000.0,33000000.0,-63000000.0,772000000.0,208000000.0,302000000.0,277000000.0,233000000.0,197300000.0,73800000.0,163400000.0,136600000.0,211300000.0,498100000.0,289100000.0,127600000.0,79600000.0
,netIncomeRatio,0.172151898734177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678172588832487,0.0,0.0360557768924303,0.0276315789473684,0.00875796178343949,-0.0185840707964602,0.241930429332498,0.0608721100380451,0.168851957648351,0.143499449055364,0.145124773047901,0.133393370491466,0.0616747451111483,0.100214658080343,0.086433814224247,0.133920649004944,0.320424573817948,0.143795075851778,0.065422477440525,0.0412200300346953
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.62962962962963,41.0,32.0,37.0,37.0,64.0,0.0,0.0,0.0,0.0,22.0,15.0,18.0,16.0,18.0,0.0,0.0,0.0,0.134,0.0,0.07,-0.056007,-0.090627,-0.027198,0.341291,0.09175,0.532,0.491,0.415,0.352,0.132,0.293,0.247,1.528,3.625182,2.253313,1.067782,0.666667
,EPSDiluted,0.62962962962963,41.0,32.0,37.0,37.0,64.0,0.0,0.0,0.0,0.0,22.0,15.0,18.0,16.0,18.0,0.0,0.0,0.0,0.134,0.0,0.07,-0.056007,-0.090627,-0.027198,0.340914,0.09175,0.532,0.491,0.415,0.352,0.132,0.293,0.247,1.528,3.625182,2.253313,1.067782,0.666667
,weightedAverageShsOut,1944000000.0,1944000000.0,1977000000.0,2019000000.0,2062000000.0,2109000000.0,2221000000.0,2273000000.0,2324000000.0,1627000000.0,2351000000.0,1134000000.0,1091000000.0,1261000000.0,5000000000.0,1223000000.0,2559500000.0,2559500000.0,2559500000.0,2559625000.0,2559625000.0,2553250000.0,2339250000.0,2316375000.0,2262000000.0,2256125000.0,567200000.0,564400000.0,561900000.0,560600000.0,558100000.0,556300000.0,554100000.0,137975000.0,137400000.0,128300000.0,119500000.0,119400000.0
,weightedAverageShsOutDil,1944000000.0,1944000000.0,1977000000.0,2019000000.0,2062000000.0,2109000000.0,2221000000.0,2273000000.0,2324000000.0,1627000000.0,2351000000.0,1134000000.0,1091000000.0,1261000000.0,5000000000.0,1223000000.0,2559500000.0,2559500000.0,2561625000.0,2559625000.0,2572250000.0,2574125000.0,2346500000.0,2317875000.0,2264500000.0,2256125000.0,567200000.0,564400000.0,561900000.0,560600000.0,558100000.0,556300000.0,554100000.0,137975000.0,137400000.0,128300000.0,119500000.0,119400000.0
