date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,397000.0,1225000.0,-2792000.0,3221000.0,-221000.0,-956000.0,-868000.0,-692000.0,901000.0,-381000.0,-125467.925132,15643.205042,-3135.579293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,69569000.0,111996000.0,-61128000.0,-10908000.0,78031000.0,10673000.0,-14420000.0,-56800000.0,20400000.0,50000000.0,34000000.0,-10100000.0,4300000.0,-4700000.0,1100000.0,11300000.0,-5100000.0,7290702.54133,-167852.529362,145395.97758,-95801.783945
,cashAtEndOfPeriod,238578000.0,152348000.0,16283000.0,80590000.0,128430000.0,51018000.0,30880000.0,51600000.0,111600000.0,84900000.0,39600000.0,4200000.0,17200000.0,10600000.0,15900000.0,14100000.0,2200000.0,7297761.709022,6986.740709,155295.087372,9918.731417
,cashAtBeginningOfPeriod,169009000.0,40352000.0,77411000.0,91498000.0,50399000.0,40345000.0,45300000.0,108400000.0,91200000.0,34900000.0,5600000.0,14300000.0,12900000.0,15300000.0,14800000.0,2800000.0,7300000.0,7059.167692,174839.270071,9899.109792,105720.515362
,operatingCashFlow,79713000.0,140025000.0,33262000.0,70451000.0,100012000.0,56094000.0,93383000.0,134300000.0,136200000.0,127500000.0,56700000.0,5900000.0,19200000.0,3900000.0,-2300000.0,-1900000.0,-3900000.0,-642893.576165,26485.916643,-59558.193208,-41207.796498
,capitalExpenditure,-114490000.0,-41625000.0,-111308000.0,-75512000.0,-62460000.0,-56937000.0,-104276000.0,-178700000.0,-75834000.0,-51630000.0,-33300000.0,-29300000.0,-36900000.0,-28600000.0,-11400000.0,-7600000.0,-2600000.0,-1843521.407783,-194338.446005,-67053.742169,-54593.987446
,freeCashFlow,-34777000.0,21417000.0,-78046000.0,-5061000.0,37552000.0,-843000.0,-10893000.0,-44400000.0,-38900000.0,31600000.0,23400000.0,-23400000.0,-17700000.0,-24700000.0,-13700000.0,-9500000.0,-6500000.0,-2486414.983948,-167852.529362,-126611.935378,-95801.783944
