date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,3580000000.0,5447000000.0,0.0,-14000000.0,104000000.0,-229000000.0,0.0,1133000000.0,-592000000.0,-710000000.0,0.0,1480000000.0,3846000000.0,3610781992.42973
,netCashUsedProvidedByFinancingActivities,-4643000000.0,-14842000000.0,-16781000000.0,-10450000000.0,-8918000000.0,-3577000000.0,-1868000000.0,-6981000000.0,-8232000000.0,-10086000000.0,1402000000.0,11270000000.0,352000000.0,-1637000000.0,-564000000.0,-4027000000.0,1829000000.0,1137000000.0,-1140000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,19434000000.0,1248000000.0,-9677000000.0,18233000000.0,-14294000000.0,-13827000000.0,-16779000000.0,-438000000.0,1594000000.0,-8372000000.0,1139000000.0,10803000000.0,-23816000000.0,12400000000.0,8086000000.0,-7016000000.0,5245000000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,174581000000.0,-19169000000.0,-36330000000.0,62862000000.0,30687000000.0,-57438000000.0,-44980000000.0,30973000000.0,-10141000000.0,51373000000.0,23310000000.0,-28106000000.0,-18137000000.0,81523000000.0,74179000000.0,-19649000000.0,10648000000.0,4020000000.0,3242000000.0
,cashAtEndOfPeriod,468323000000.0,293742000000.0,301082000000.0,337412000000.0,274550000000.0,243863000000.0,301301000000.0,346281000000.0,315308000000.0,325449000000.0,274076000000.0,250766000000.0,278872000000.0,297009000000.0,215486000000.0,141307000000.0,9872000000.0,7661000000.0,7659000000.0
,cashAtBeginningOfPeriod,293742000000.0,312911000000.0,337412000000.0,274550000000.0,243863000000.0,301301000000.0,346281000000.0,315308000000.0,325449000000.0,274076000000.0,250766000000.0,278872000000.0,297009000000.0,215486000000.0,141307000000.0,160956000000.0,-776000000.0,3641000000.0,4417000000.0
,operatingCashFlow,182220000000.0,29743000000.0,6469000000.0,-10478000000.0,68959000000.0,-1122000000.0,-21372000000.0,44977000000.0,-9156000000.0,79762000000.0,55742000000.0,6898000000.0,30420000000.0,91038000000.0,80781000000.0,7021000000.0,31367000000.0,18327000000.0,13433000000.0
,capitalExpenditure,-3510000000.0,-3632000000.0,-3044000000.0,-2452000000.0,-2057000000.0,-2306000000.0,-2380000000.0,-2786000000.0,-2326000000.0,-3076000000.0,-3712000000.0,-2956000000.0,-4154000000.0,-3670000000.0,-3252000000.0,-3116000000.0,-2830000000.0,-1981000000.0,-1723000000.0
,freeCashFlow,178710000000.0,26111000000.0,3425000000.0,-12930000000.0,66902000000.0,-3428000000.0,-23752000000.0,42191000000.0,-11482000000.0,76686000000.0,52030000000.0,3942000000.0,26266000000.0,87368000000.0,77529000000.0,3905000000.0,28537000000.0,16346000000.0,11710000000.0
