date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-201526000.0,-195182000.0,-129477000.0,51437000.0,-59898000.0,-49992000.0,-34533000.0,-15682142.0,-4852608.0,-3242442.0,-1812172.0,-954123.0,-190515.0,-240630.0,-439285.0,0.0,0.0,0.0
,operatingIncomeRatio,-5.03991396988946,-6.20965894629677,-6.10942292266314,0.338722210515225,-7.34764474975466,-10.8915032679739,-9.02823529411765,-34.0806479654372,-8.31247708873639,-6.12724874523795,-2.65493254884495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-88897000.0,-129346000.0,-27594000.0,-31383000.0,-3597000.0,37860000.0,-209000.0,-5985542.0,0.0,0.0,0.0,0.0,0.0,-30000.0,0.0,-308031.0,0.0,0.0
,incomeBeforeTax,-310580000.0,-359576000.0,-213781000.0,15315000.0,-64833000.0,-13760000.0,-36359000.0,-21911263.0,-4845308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-7.76721852648427,-11.4398065665564,-10.0873401594866,0.100852123063955,-7.95301766437684,-2.99782135076253,-9.50562091503268,-47.6178599059433,-8.29997224953492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,-2014000.0,-473000.0,-6274000.0,-36038000.0,-896000.0,36314000.0,-1702000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-298461000.0,-292068000.0,-203540000.0,9132000.0,-60923000.0,-45811000.0,-34657000.0,-21911263.0,-4845308.0,-3236491.0,-1808386.0,-942266.0,-188902.0,-270621.0,-439285.0,-308031.0,-763.0,-763.0
,netIncomeRatio,-7.46413744810684,-9.29205904810384,-9.60411456613033,0.0601359182383311,-7.47338076545633,-9.98061002178649,-9.06065359477124,-47.6178599059433,-8.29997224953492,-6.11600312934631,-2.64938584873595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.3,-2.2,-1.92,0.130939749361934,-1.21,-1.24,-1.3,-1.46,-0.5,-0.25,-0.25,-0.25,-0.5,-1.049207,-15.0,-10.842726,-0.026858,-0.026858
,EPSDiluted,-1.3,-2.35,-1.92,0.129750927096802,-1.21,-1.24,-1.3,-1.46,-0.5,-0.25,-0.25,-0.25,-0.5,-1.049207,-15.0,-10.842726,-0.026858,-0.026858
,weightedAverageShsOut,229823000.0,132732000.0,106150000.0,69742000.0,50360000.0,36909000.0,26679000.0,15045711.0,11405042.0,9921930.0,8833995.0,6083758.0,378022.0,257929.0,28409.0,28409.0,28409.0,28409.0
,weightedAverageShsOutDil,229823000.0,140514000.0,106150000.0,70381000.0,50360000.0,36909000.0,26679000.0,15045711.0,11405042.0,9921930.0,8833995.0,6083758.0,378022.0,257929.0,28409.0,28409.0,28409.0,28409.0
